cn_name,en_name,action_category_cn,action_category_en,job_abbrs,job_names_cn,job_names_en,levels,action_ids,source_sheets,is_role_action,is_pvp
崛起之心,Reign of Beasts,战技,Weaponskill,GNB,绝枪战士,Gunbreaker,100,36937,Action,False,False
精准刺,True Thrust,战技,Weaponskill,LNC,枪术师,Lancer,1,75,Action,False,False
贯通刺,Vorpal Thrust,战技,Weaponskill,LNC,枪术师,Lancer,4,78,Action,False,False
龙剑,Life Surge,能力,Ability,LNC,枪术师,Lancer,6,83,Action,False,False
贯穿尖,Piercing Talon,战技,Weaponskill,LNC,枪术师,Lancer,15,90,Action,False,False
开膛枪,Disembowel,战技,Weaponskill,LNC,枪术师,Lancer,18,87,Action,False,False
直刺,Full Thrust,战技,Weaponskill,LNC,枪术师,Lancer,26,84,Action,False,False
猛枪,Lance Charge,能力,Ability,LNC,枪术师,Lancer,30,85,Action,False,False
樱花怒放,Chaos Thrust,战技,Weaponskill,LNC,枪术师,Lancer,50,88,Action,False,False
分析,Analysis,能力,Ability,MCH,机工士,Machinist,0,29414,Action,False,True
象式浮空炮塔,Bishop Autoturret,能力,Ability,MCH,机工士,Machinist,0,29412,Action,False,True
蓄力冲击,Blast Charge,战技,Weaponskill,MCH,机工士,Machinist,0,29402,Action,False,True
钻头,Drill,战技,Weaponskill,MCH,机工士,Machinist,0,29405,Action,False,True
全金属爆发,Full Metal Field,战技,Weaponskill,MCH,机工士,Machinist,0,41469,Action,False,True
热冲击,Heat Blast,战技,Weaponskill,MCH,机工士,Machinist,0,29403,Action,False,True
魔弹射手,Marksman's Spite,极限技,Limit Break,MCH,机工士,Machinist,0,29415,Action,False,True
霰弹枪,Scattergun,战技,Weaponskill,MCH,机工士,Machinist,0,29404,Action,False,True
野火,Wildfire,能力,Ability,MCH,机工士,Machinist,0,29409,Action,False,True
分裂弹,Split Shot,战技,Weaponskill,MCH,机工士,Machinist,1,2866,Action,False,False
独头弹,Slug Shot,战技,Weaponskill,MCH,机工士,Machinist,2,2868,Action,False,False
热弹,Hot Shot,战技,Weaponskill,MCH,机工士,Machinist,4,2872,Action,False,False
整备,Reassemble,能力,Ability,MCH,机工士,Machinist,10,2876,Action,False,False
虹吸弹,Gauss Round,能力,Ability,MCH,机工士,Machinist,15,2874,Action,False,False
散射,Spread Shot,战技,Weaponskill,MCH,机工士,Machinist,18,2870,Action,False,False
狙击弹,Clean Shot,战技,Weaponskill,MCH,机工士,Machinist,26,2873,Action,False,False
超荷,Hypercharge,能力,Ability,MCH,机工士,Machinist,30,17209,Action,False,False
热冲击,Heat Blast,战技,Weaponskill,MCH,机工士,Machinist,35,7410,Action,False,False
车式浮空炮塔,Rook Autoturret,能力,Ability,MCH,机工士,Machinist,40,2864,Action,False,False
超档车式炮塔,Rook Overdrive,能力,Ability,MCH,机工士,Machinist,40,7415,Action,False,False
超负荷车式炮塔,Rook Overload,能力,Ability,MCH,机工士,Machinist,40,7416,Action,False,False
起爆,Detonator,能力,Ability,MCH,机工士,Machinist,45,16766,Action,False,False
野火,Wildfire,能力,Ability,MCH,机工士,Machinist,45,2878,Action,False,False
弹射,Ricochet,能力,Ability,MCH,机工士,Machinist,50,2890,Action,False,False
自动弩,Auto Crossbow,战技,Weaponskill,MCH,机工士,Machinist,52,16497,Action,False,False
热分裂弹,Heated Split Shot,战技,Weaponskill,MCH,机工士,Machinist,54,7411,Action,False,False
策动,Tactician,能力,Ability,MCH,机工士,Machinist,56,16889,Action,False,False
钻头,Drill,战技,Weaponskill,MCH,机工士,Machinist,58,16498,Action,False,False
热独头弹,Heated Slug Shot,战技,Weaponskill,MCH,机工士,Machinist,60,7412,Action,False,False
武装解除,Dismantle,能力,Ability,MCH,机工士,Machinist,62,2887,Action,False,False
热狙击弹,Heated Clean Shot,战技,Weaponskill,MCH,机工士,Machinist,64,7413,Action,False,False
枪管加热,Barrel Stabilizer,能力,Ability,MCH,机工士,Machinist,66,7414,Action,False,False
烈焰弹,Blazing Shot,战技,Weaponskill,MCH,机工士,Machinist,68,36978,Action,False,False
火焰喷射器,Flamethrower,能力,Ability,MCH,机工士,Machinist,70,7418,Action,False,False
毒菌冲击,Bioblaster,战技,Weaponskill,MCH,机工士,Machinist,72,16499,Action,False,False
空气锚,Air Anchor,战技,Weaponskill,MCH,机工士,Machinist,76,16500,Action,False,False
铁臂拳,Arm Punch,战技,Weaponskill,MCH,机工士,Machinist,80,16504,Action,False,False
后式自走人偶,Automaton Queen,能力,Ability,MCH,机工士,Machinist,80,16501,Action,False,False
打桩枪,Pile Bunker,能力,Ability,MCH,机工士,Machinist,80,16503,Action,False,False
超档后式人偶,Queen Overdrive,能力,Ability,MCH,机工士,Machinist,80,16502,Action,False,False
滚轮冲,Roller Dash,战技,Weaponskill,MCH,机工士,Machinist,80,17206,Action,False,False
霰弹枪,Scattergun,战技,Weaponskill,MCH,机工士,Machinist,82,25786,Action,False,False
王室对撞机,Crowned Collider,能力,Ability,MCH,机工士,Machinist,86,25787,Action,False,False
回转飞锯,Chain Saw,战技,Weaponskill,MCH,机工士,Machinist,90,25788,Action,False,False
将死,Checkmate,能力,Ability,MCH,机工士,Machinist,92,36980,Action,False,False
双将,Double Check,能力,Ability,MCH,机工士,Machinist,92,36979,Action,False,False
掘地飞轮,Excavator,战技,Weaponskill,MCH,机工士,Machinist,96,36981,Action,False,False
全金属爆发,Full Metal Field,战技,Weaponskill,MCH,机工士,Machinist,100,36982,Action,False,False
矿脉勘探,Prospect,能力,Ability,MIN,采矿工,Miner,1,227,Action,True,False
大地勘察,Lay of the Land,能力,Ability,MIN,采矿工,Miner,3,228,Action,True,False
敏锐视野,Sharp Vision,采集能力,DoL Ability,MIN,采矿工,Miner,4,235,Action,False,False
大地勘察II,Lay of the Land II,能力,Ability,MIN,采矿工,Miner,5,291,Action,True,False
敏锐视野II,Sharp Vision II,采集能力,DoL Ability,MIN,采矿工,Miner,5,237,Action,False,False
敏锐视野III,Sharp Vision III,采集能力,DoL Ability,MIN,采矿工,Miner,10,295,Action,False,False
富矿的馈赠I,Mountaineer's Gift I,采集能力,DoL Ability,MIN,采矿工,Miner,15,21177,Action,False,False
明晰视野,Clear Vision,采集能力,DoL Ability,MIN,采矿工,Miner,23,4072,Action,False,False
高产,Bountiful Yield,采集能力,DoL Ability,MIN,采矿工,Miner,24,4073,Action,False,False
石工之理,Solid Reason,采集能力,DoL Ability,MIN,采矿工,Miner,25,232,Action,False,False
莫非王土,King's Yield,采集能力,DoL Ability,MIN,采矿工,Miner,30,239,Action,False,False
莫非王土II,King's Yield II,采集能力,DoL Ability,MIN,采矿工,Miner,40,241,Action,False,False
山岳之相,Truth of Mountains,能力,Ability,MIN,采矿工,Miner,46,238,Action,True,False
大胆提纯,Brazen Prospector,采集能力,DoL Ability,MIN,采矿工,Miner,50,22183,Action,False,False
慎重提纯,Meticulous Prospector,采集能力,DoL Ability,MIN,采矿工,Miner,50,22184,Action,False,False
富矿的馈赠II,Mountaineer's Gift II,采集能力,DoL Ability,MIN,采矿工,Miner,50,25589,Action,False,False
登山者的眼力,Luck of the Mountaineer,采集能力,DoL Ability,MIN,采矿工,Miner,55,4081,Action,False,False
高产II,Bountiful Yield II,采集能力,DoL Ability,MIN,采矿工,Miner,68,272,Action,False,False
纳尔札尔福音,Nald'thal's Tidings,采集能力,DoL Ability,MIN,采矿工,Miner,81,21203,Action,False,False
乾坤斗气弹,Fire's Reply,战技,Weaponskill,MNK,武僧,Monk,0,41448,Action,False,True
陨石冲击,Meteodrive,极限技,Limit Break,MNK,武僧,Monk,0,29485,Action,False,True
金刚极意,Riddle of Earth,能力,Ability,MNK,武僧,Monk,0,29482,Action,False,True
凤凰舞,Rising Phoenix,能力,Ability,MNK,武僧,Monk,0,29481,Action,False,True
轻身步法,Thunderclap,能力,Ability,MNK,武僧,Monk,0,29484,Action,False,True
绝空拳,Wind's Reply,战技,Weaponskill,MNK,武僧,Monk,0,41509,Action,False,True
地烈劲,Rockbreaker,战技,Weaponskill,MNK,武僧,Monk,30,70,Action,False,False
轻身步法,Thunderclap,能力,Ability,MNK,武僧,Monk,35,25762,Action,False,False
空鸣拳,Howling Fist,能力,Ability,MNK,武僧,Monk,40,25763,Action,False,False
空鸣斗气,Inspirited Meditation,能力,Ability,MNK,武僧,Monk,40,36941,Action,False,False
四面脚,Four-point Fury,战技,Weaponskill,MNK,武僧,Monk,45,16473,Action,False,False
震脚,Perfect Balance,能力,Ability,MNK,武僧,Monk,50,69,Action,False,False
演武,Form Shift,战技,Weaponskill,MNK,武僧,Monk,52,4262,Action,False,False
阴阳斗气,Forbidden Meditation,能力,Ability,MNK,武僧,Monk,54,36942,Action,False,False
阴阳斗气斩,the Forbidden Chakra,能力,Ability,MNK,武僧,Monk,54,3547,Action,False,False
翻天脚,Celestial Revolution,战技,Weaponskill,MNK,武僧,Monk,60,25765,Action,False,False
苍气炮,Elixir Field,战技,Weaponskill,MNK,武僧,Monk,60,3545,Action,False,False
爆裂脚,Flint Strike,战技,Weaponskill,MNK,武僧,Monk,60,25882,Action,False,False
必杀技,Masterful Blitz,战技,Weaponskill,MNK,武僧,Monk,60,25764,Action,False,False
斗魂旋风脚,Tornado Kick,战技,Weaponskill,MNK,武僧,Monk,60,3543,Action,False,False
金刚周天,Earth's Reply,能力,Ability,MNK,武僧,Monk,64,36944,Action,False,False
金刚极意,Riddle of Earth,能力,Ability,MNK,武僧,Monk,64,7394,Action,False,False
红莲极意,Riddle of Fire,能力,Ability,MNK,武僧,Monk,68,7395,Action,False,False
义结金兰,Brotherhood,能力,Ability,MNK,武僧,Monk,70,7396,Action,False,False
疾风极意,Riddle of Wind,能力,Ability,MNK,武僧,Monk,72,25766,Action,False,False
万象斗气,Enlightened Meditation,能力,Ability,MNK,武僧,Monk,74,36943,Action,False,False
万象斗气圈,Enlightenment,能力,Ability,MNK,武僧,Monk,74,16474,Action,False,False
六合星导脚,Six-sided Star,战技,Weaponskill,MNK,武僧,Monk,80,16476,Action,False,False
破坏神脚,Shadow of the Destroyer,战技,Weaponskill,MNK,武僧,Monk,82,25767,Action,False,False
凤凰舞,Rising Phoenix,战技,Weaponskill,MNK,武僧,Monk,86,25768,Action,False,False
梦幻斗舞,Phantom Rush,战技,Weaponskill,MNK,武僧,Monk,90,25769,Action,False,False
真空波,Elixir Burst,战技,Weaponskill,MNK,武僧,Monk,92,36948,Action,False,False
猿舞连击,Leaping Opo,战技,Weaponskill,MNK,武僧,Monk,92,36945,Action,False,False
豹袭崩拳,Pouncing Coeurl,战技,Weaponskill,MNK,武僧,Monk,92,36947,Action,False,False
龙颚正拳,Rising Raptor,战技,Weaponskill,MNK,武僧,Monk,92,36946,Action,False,False
绝空拳,Wind's Reply,战技,Weaponskill,MNK,武僧,Monk,96,36949,Action,False,False
乾坤斗气弹,Fire's Reply,战技,Weaponskill,MNK,武僧,Monk,100,36950,Action,False,False
重劈,Heavy Swing,战技,Weaponskill,MRD,斧术师,Marauder,1,31,Action,False,False
凶残裂,Maim,战技,Weaponskill,MRD,斧术师,Marauder,4,37,Action,False,False
狂暴,Berserk,能力,Ability,MRD,斧术师,Marauder,6,38,Action,False,False
守护,Defiance,能力,Ability,MRD,斧术师,Marauder,10,48,Action,False,False
超压斧,Overpower,战技,Weaponskill,MRD,斧术师,Marauder,10,41,Action,False,False
飞斧,Tomahawk,战技,Weaponskill,MRD,斧术师,Marauder,15,46,Action,False,False
暴风斩,Storm's Path,战技,Weaponskill,MRD,斧术师,Marauder,26,42,Action,False,False
战栗,Thrill of Battle,能力,Ability,MRD,斧术师,Marauder,30,40,Action,False,False
复仇,Vengeance,能力,Ability,MRD,斧术师,Marauder,38,44,Action,False,False
死斗,Holmgang,能力,Ability,MRD,斧术师,Marauder,42,43,Action,False,False
暴风碎,Storm's Eye,战技,Weaponskill,MRD,斧术师,Marauder,50,45,Action,False,False
解除守护,Release Defiance,能力,Ability,MRD;WAR,战士;斧术师,Marauder;Warrior,10,32066,Action,False,False
分身之术,Bunshin,能力,Ability,NIN,忍者,Ninja,0,29511,Action,False,True
介毒之术,Dokumori,能力,Ability,NIN,忍者,Ninja,0,41451,Action,False,True
风魔手里剑,Fuma Shuriken,战技,Weaponskill,NIN,忍者,Ninja,0,29505,Action,False,True
星遁天诛,Seiton Tenchu,极限技,Limit Break,NIN,忍者,Ninja,0,29515,Action,False,True
缩地,Shukuchi,能力,Ability,NIN,忍者,Ninja,0,29513,Action,False,True
三印自在,Three Mudra,能力,Ability,NIN,忍者,Ninja,0,29507,Action,False,True
风魔手里剑,Fuma Shuriken,能力,Ability,NIN,忍者,Ninja,30,2265;18873;18874;18875,Action,False,False
忍术,Ninjutsu,能力,Ability,NIN,忍者,Ninja,30,2260,Action,False,False
通灵之术,Rabbit Medium,能力,Ability,NIN,忍者,Ninja,30,2272,Action,False,False
天之印,Ten,能力,Ability,NIN,忍者,Ninja,30,2259;18805,Action,False,False
地之印,Chi,能力,Ability,NIN,忍者,Ninja,35,2261;18806,Action,False,False
火遁之术,Katon,能力,Ability,NIN,忍者,Ninja,35,2266;18876,Action,False,False
雷遁之术,Raiton,能力,Ability,NIN,忍者,Ninja,35,2267;18877,Action,False,False
断绝,Assassinate,能力,Ability,NIN,忍者,Ninja,40,2246,Action,False,False
缩地,Shukuchi,能力,Ability,NIN,忍者,Ninja,40,2262,Action,False,False
土遁之术,Doton,能力,Ability,NIN,忍者,Ninja,45,2270;18880,Action,False,False
风遁之术,Huton,能力,Ability,NIN,忍者,Ninja,45,2269;18879,Action,False,False
冰遁之术,Hyoton,能力,Ability,NIN,忍者,Ninja,45,2268;18878,Action,False,False
人之印,Jin,能力,Ability,NIN,忍者,Ninja,45,2263;18807,Action,False,False
水遁之术,Suiton,能力,Ability,NIN,忍者,Ninja,45,2271;18881,Action,False,False
生杀予夺,Kassatsu,能力,Ability,NIN,忍者,Ninja,50,2264,Action,False,False
八卦无刃杀,Hakke Mujinsatsu,战技,Weaponskill,NIN,忍者,Ninja,52;80,16488;17420,Action,False,False
强甲破点突,Armor Crush,战技,Weaponskill,NIN,忍者,Ninja,54;80,3563;17417,Action,False,False
梦幻三段,Dream Within a Dream,能力,Ability,NIN,忍者,Ninja,56,3566,Action,False,False
通灵之术·大虾蟆,Hellfrog Medium,能力,Ability,NIN,忍者,Ninja,62,7401,Action,False,False
介毒之术,Dokumori,能力,Ability,NIN,忍者,Ninja,66,36957,Action,False,False
六道轮回,Bhavacakra,能力,Ability,NIN,忍者,Ninja,68,7402,Action,False,False
天地人,Ten Chi Jin,能力,Ability,NIN,忍者,Ninja,70,7403,Action,False,False
命水,Meisui,能力,Ability,NIN,忍者,Ninja,72,16489,Action,False,False
劫火灭却之术,Goka Mekkyaku,能力,Ability,NIN,忍者,Ninja,76,16491,Action,False,False
冰晶乱流之术,Hyosho Ranryu,能力,Ability,NIN,忍者,Ninja,76,16492,Action,False,False
分身之术,Bunshin,能力,Ability,NIN,忍者,Ninja,80,16493,Action,False,False
残影镰鼬,Phantom Kamaitachi,战技,Weaponskill,NIN,忍者,Ninja,82,25774;25775,Action,False,False
幻影野槌,Hollow Nozuchi,能力,Ability,NIN,忍者,Ninja,86,25776,Action,False,False
月影雷兽牙,Fleeting Raiju,战技,Weaponskill,NIN,忍者,Ninja,90,25778;25879,Action,False,False
月影雷兽爪,Forked Raiju,战技,Weaponskill,NIN,忍者,Ninja,90,25777;25878,Action,False,False
百雷铳,Kunai's Bane,能力,Ability,NIN,忍者,Ninja,92,36958,Action,False,False
通灵之术·虾蟆仙,Deathfrog Medium,能力,Ability,NIN,忍者,Ninja,96,36959,Action,False,False
是生灭法,Zesho Meppo,能力,Ability,NIN,忍者,Ninja,96,36960,Action,False,False
天理人道,Tenri Jindo,能力,Ability,NIN,忍者,Ninja,100,36961,Action,False,False
双刃旋,Spinning Edge,战技,Weaponskill,NIN;ROG,双剑师;忍者,Ninja;Rogue,1;80,2240;17413,Action,False,False
绝风,Gust Slash,战技,Weaponskill,NIN;ROG,双剑师;忍者,Ninja;Rogue,4;80,2242;17414,Action,False,False
飞刀,Throwing Dagger,战技,Weaponskill,NIN;ROG,双剑师;忍者,Ninja;Rogue,15;80,2247;17418,Action,False,False
旋风刃,Aeolian Edge,战技,Weaponskill,NIN;ROG,双剑师;忍者,Ninja;Rogue,26;80,2255;17415,Action,False,False
血雨飞花,Death Blossom,战技,Weaponskill,NIN;ROG,双剑师;忍者,Ninja;Rogue,38;80,2254;17419,Action,False,False
胖胖之墙,Advent of Chocobastion,极限技,Limit Break,PCT,绘灵法师,Pictomancer,0,39215,Action,False,True
动物彩绘,Creature Motif,魔法,Spell,PCT,绘灵法师,Pictomancer,0,39204,Action,False,True
火炎之红,Fire in Red,魔法,Spell,PCT,绘灵法师,Pictomancer,0,39191,Action,False,True
神圣之白,Holy in White,魔法,Spell,PCT,绘灵法师,Pictomancer,0,39198,Action,False,True
动物构想,Living Muse,能力,Ability,PCT,绘灵法师,Pictomancer,0,39209,Action,False,True
莫古力激流,Mog of the Ages,魔法,Spell,PCT,绘灵法师,Pictomancer,0,39782,Action,False,True
速涂,Smudge,能力,Ability,PCT,绘灵法师,Pictomancer,0,39210,Action,False,True
减色混合,Subtractive Palette,能力,Ability,PCT,绘灵法师,Pictomancer,0,39213,Action,False,True
坦培拉涂层,Tempera Coat,能力,Ability,PCT,绘灵法师,Pictomancer,0,39211,Action,False,True
火炎之红,Fire in Red,魔法,Spell,PCT,绘灵法师,Pictomancer,1,34650,Action,False,False
疾风之绿,Aero in Green,魔法,Spell,PCT,绘灵法师,Pictomancer,5,34651,Action,False,False
坦培拉涂层,Tempera Coat,能力,Ability,PCT,绘灵法师,Pictomancer,10,34685,Action,False,False
流水之蓝,Water in Blue,魔法,Spell,PCT,绘灵法师,Pictomancer,15,34652,Action,False,False
速涂,Smudge,能力,Ability,PCT,绘灵法师,Pictomancer,20,34684,Action,False,False
烈炎之红,Fire II in Red,魔法,Spell,PCT,绘灵法师,Pictomancer,25,34656,Action,False,False
动物彩绘,Creature Motif,魔法,Spell,PCT,绘灵法师,Pictomancer,30,34689,Action,False,False
动物构想,Living Muse,能力,Ability,PCT,绘灵法师,Pictomancer,30,35347,Action,False,False
莫古力激流,Mog of the Ages,能力,Ability,PCT,绘灵法师,Pictomancer,30,34676,Action,False,False
绒球彩绘,Pom Motif,魔法,Spell,PCT,绘灵法师,Pictomancer,30,34664,Action,False,False
绒球构想,Pom Muse,能力,Ability,PCT,绘灵法师,Pictomancer,30,34670,Action,False,False
翅膀彩绘,Wing Motif,魔法,Spell,PCT,绘灵法师,Pictomancer,30,34665,Action,False,False
翅膀构想,Winged Muse,能力,Ability,PCT,绘灵法师,Pictomancer,30,34671,Action,False,False
烈风之绿,Aero II in Green,魔法,Spell,PCT,绘灵法师,Pictomancer,35,34657,Action,False,False
激水之蓝,Water II in Blue,魔法,Spell,PCT,绘灵法师,Pictomancer,45,34658,Action,False,False
重锤彩绘,Hammer Motif,魔法,Spell,PCT,绘灵法师,Pictomancer,50,34668,Action,False,False
重锤敲章,Hammer Stamp,魔法,Spell,PCT,绘灵法师,Pictomancer,50,34678,Action,False,False
武器构想,Steel Muse,能力,Ability,PCT,绘灵法师,Pictomancer,50,35348,Action,False,False
重锤构想,Striking Muse,能力,Ability,PCT,绘灵法师,Pictomancer,50,34674,Action,False,False
武器彩绘,Weapon Motif,魔法,Spell,PCT,绘灵法师,Pictomancer,50,34690,Action,False,False
冰冻之蓝青,Blizzard II in Cyan,魔法,Spell,PCT,绘灵法师,Pictomancer,60,34659,Action,False,False
冰结之蓝青,Blizzard in Cyan,魔法,Spell,PCT,绘灵法师,Pictomancer,60,34653,Action,False,False
坚石之纯黄,Stone II in Yellow,魔法,Spell,PCT,绘灵法师,Pictomancer,60,34660,Action,False,False
飞石之纯黄,Stone in Yellow,魔法,Spell,PCT,绘灵法师,Pictomancer,60,34654,Action,False,False
减色混合,Subtractive Palette,能力,Ability,PCT,绘灵法师,Pictomancer,60,34683,Action,False,False
震雷之品红,Thunder II in Magenta,魔法,Spell,PCT,绘灵法师,Pictomancer,60,34661,Action,False,False
闪雷之品红,Thunder in Magenta,魔法,Spell,PCT,绘灵法师,Pictomancer,60,34655,Action,False,False
风景彩绘,Landscape Motif,魔法,Spell,PCT,绘灵法师,Pictomancer,70,34691,Action,False,False
风景构想,Scenic Muse,能力,Ability,PCT,绘灵法师,Pictomancer,70,35349,Action,False,False
星空构想,Starry Muse,能力,Ability,PCT,绘灵法师,Pictomancer,70,34675,Action,False,False
星空彩绘,Starry Sky Motif,魔法,Spell,PCT,绘灵法师,Pictomancer,70,34669,Action,False,False
神圣之白,Holy in White,魔法,Spell,PCT,绘灵法师,Pictomancer,80,34662,Action,False,False
重锤掠刷,Hammer Brush,魔法,Spell,PCT,绘灵法师,Pictomancer,86,34679,Action,False,False
重锤抛光,Polishing Hammer,魔法,Spell,PCT,绘灵法师,Pictomancer,86,34680,Action,False,False
油性坦培拉涂层,Tempera Grassa,能力,Ability,PCT,绘灵法师,Pictomancer,88,34686,Action,False,False
彗星之黑,Comet in Black,魔法,Spell,PCT,绘灵法师,Pictomancer,90,34663,Action,False,False
彩虹点滴,Rainbow Drip,魔法,Spell,PCT,绘灵法师,Pictomancer,92,34688,Action,False,False
兽爪彩绘,Claw Motif,魔法,Spell,PCT,绘灵法师,Pictomancer,96,34666,Action,False,False
兽爪构想,Clawed Muse,能力,Ability,PCT,绘灵法师,Pictomancer,96,34672,Action,False,False
尖牙构想,Fanged Muse,能力,Ability,PCT,绘灵法师,Pictomancer,96,34673,Action,False,False
尖牙彩绘,Maw Motif,魔法,Spell,PCT,绘灵法师,Pictomancer,96,34667,Action,False,False
马蒂恩惩罚,Retribution of the Madeen,能力,Ability,PCT,绘灵法师,Pictomancer,96,34677,Action,False,False
天星棱光,Star Prism,魔法,Spell,PCT,绘灵法师,Pictomancer,100,34681;34682,Action,False,False
连击,Bootshine,战技,Weaponskill,PGL,格斗家,Pugilist,1,53,Action,False,False
正拳,True Strike,战技,Weaponskill,PGL,格斗家,Pugilist,4,54,Action,False,False
崩拳,Snap Punch,战技,Weaponskill,PGL,格斗家,Pugilist,6,56,Action,False,False
铁山靠,Steel Peak,能力,Ability,PGL,格斗家,Pugilist,15,25761,Action,False,False
铁山斗气,Steeled Meditation,能力,Ability,PGL,格斗家,Pugilist,15,36940,Action,False,False
双掌打,Twin Snakes,战技,Weaponskill,PGL,格斗家,Pugilist,18,61,Action,False,False
破坏神冲,Arm of the Destroyer,战技,Weaponskill,PGL,格斗家,Pugilist,26,62,Action,False,False
破碎拳,Demolish,战技,Weaponskill,PGL,格斗家,Pugilist,30,66,Action,False,False
真言,Mantra,能力,Ability,PGL,格斗家,Pugilist,42,65,Action,False,False
双龙脚,Dragon Kick,战技,Weaponskill,PGL,格斗家,Pugilist,50,74,Action,False,False
卫护,Guardian,能力,Ability,PLD,骑士,Paladin,0,29066,Action,False,True
圣盾阵,Holy Sheltron,能力,Ability,PLD,骑士,Paladin,0,29067,Action,False,True
圣灵,Holy Spirit,魔法,Spell,PLD,骑士,Paladin,0,29062,Action,False,True
绝对统治,Imperator,能力,Ability,PLD,骑士,Paladin,0,41431,Action,False,True
调停,Intervene,能力,Ability,PLD,骑士,Paladin,0,29065,Action,False,True
列阵,Phalanx,极限技,Limit Break,PLD,骑士,Paladin,0,29069,Action,False,True
强盾猛击,Shield Smite,战技,Weaponskill,PLD,骑士,Paladin,0,41430,Action,False,True
深奥之灵,Spirits Within,能力,Ability,PLD,骑士,Paladin,30,29,Action,False,False
盾阵,Sheltron,能力,Ability,PLD,骑士,Paladin,35,3542,Action,False,False
日珥斩,Prominence,战技,Weaponskill,PLD,骑士,Paladin,40,16457,Action,False,False
保护,Cover,能力,Ability,PLD,骑士,Paladin,45,27,Action,False,False
神圣领域,Hallowed Ground,能力,Ability,PLD,骑士,Paladin,50,30,Action,False,False
壁垒,Bulwark,能力,Ability,PLD,骑士,Paladin,52,22,Action,False,False
沥血剑,Goring Blade,战技,Weaponskill,PLD,骑士,Paladin,54,3538,Action,False,False
圣光幕帘,Divine Veil,能力,Ability,PLD,骑士,Paladin,56,3540,Action,False,False
深仁厚泽,Clemency,魔法,Spell,PLD,骑士,Paladin,58,3541,Action,False,False
王权剑,Royal Authority,战技,Weaponskill,PLD,骑士,Paladin,60,3539,Action,False,False
干预,Intervention,能力,Ability,PLD,骑士,Paladin,62,7382,Action,False,False
圣灵,Holy Spirit,魔法,Spell,PLD,骑士,Paladin,64,7384,Action,False,False
调停,Intervene,能力,Ability,PLD,骑士,Paladin,66,16461,Action,False,False
安魂祈祷,Requiescat,能力,Ability,PLD,骑士,Paladin,68,7383,Action,False,False
武装戍卫,Passage of Arms,能力,Ability,PLD,骑士,Paladin,70,7385,Action,False,False
圣环,Holy Circle,魔法,Spell,PLD,骑士,Paladin,72,16458,Action,False,False
赎罪剑,Atonement,战技,Weaponskill,PLD,骑士,Paladin,76,16460,Action,False,False
葬送剑,Sepulchre,战技,Weaponskill,PLD,骑士,Paladin,76,36919,Action,False,False
祈告剑,Supplication,战技,Weaponskill,PLD,骑士,Paladin,76,36918,Action,False,False
悔罪,Confiteor,魔法,Spell,PLD,骑士,Paladin,80,16459,Action,False,False
圣盾阵,Holy Sheltron,能力,Ability,PLD,骑士,Paladin,82,25746,Action,False,False
偿赎剑,Expiacion,能力,Ability,PLD,骑士,Paladin,86,25747,Action,False,False
信念之剑,Blade of Faith,魔法,Spell,PLD,骑士,Paladin,90,25748,Action,False,False
真理之剑,Blade of Truth,魔法,Spell,PLD,骑士,Paladin,90,25749,Action,False,False
英勇之剑,Blade of Valor,魔法,Spell,PLD,骑士,Paladin,90,25750,Action,False,False
极致防御,Guardian,能力,Ability,PLD,骑士,Paladin,92,36920,Action,False,False
绝对统治,Imperator,能力,Ability,PLD,骑士,Paladin,96,36921,Action,False,False
荣耀之剑,Blade of Honor,能力,Ability,PLD,骑士,Paladin,100,36922,Action,False,False
短兵相接,Corps-a-corps,能力,Ability,RDM,赤魔法师,Red Mage,0,29699,Action,False,True
移转,Displacement,能力,Ability,RDM,赤魔法师,Red Mage,0,29700,Action,False,True
鼓励,Embolden,能力,Ability,RDM,赤魔法师,Red Mage,0,41494,Action,False,True
魔回刺,Enchanted Riposte,战技,Weaponskill,RDM,赤魔法师,Red Mage,0,41488,Action,False,True
剑身强部,Forte,能力,Ability,RDM,赤魔法师,Red Mage,0,41496,Action,False,True
激荡,Jolt III,魔法,Spell,RDM,赤魔法师,Red Mage,0,41486,Action,False,True
决断,Resolution,魔法,Spell,RDM,赤魔法师,Red Mage,0,41492,Action,False,True
南天十字,Southern Cross,极限技,Limit Break,RDM,赤魔法师,Red Mage,0,41498,Action,False,True
魔回刺,Enchanted Riposte,战技,Weaponskill,RDM,赤魔法师,Red Mage,1,7527;45960,Action,False,False
回刺,Riposte,战技,Weaponskill,RDM,赤魔法师,Red Mage,1,7504,Action,False,False
摇荡,Jolt,魔法,Spell,RDM,赤魔法师,Red Mage,2,7503,Action,False,False
赤闪雷,Verthunder,魔法,Spell,RDM,赤魔法师,Red Mage,4,7505,Action,False,False
短兵相接,Corps-a-corps,能力,Ability,RDM,赤魔法师,Red Mage,6,7506,Action,False,False
赤疾风,Veraero,魔法,Spell,RDM,赤魔法师,Red Mage,10,7507,Action,False,False
散碎,Scatter,魔法,Spell,RDM,赤魔法师,Red Mage,15,7509,Action,False,False
赤震雷,Verthunder II,魔法,Spell,RDM,赤魔法师,Red Mage,18,16524,Action,False,False
赤烈风,Veraero II,魔法,Spell,RDM,赤魔法师,Red Mage,22,16525,Action,False,False
赤火炎,Verfire,魔法,Spell,RDM,赤魔法师,Red Mage,26,7510,Action,False,False
